"","DinEstFE","S2_S3_p","Areas","DinamicaG","Dinamica","EstratoFE","Estrato","n","FE","U","AreasAnualizada","EmisAbs","U_DA","U_FE_DA","Ui2_Ai2"
"162","PRAD-PRAD -- MXnL/P","MXnL/S - MXnL/P",10497,"PERMANENCIA PRADERA","PRAD-PRAD","MXnL/P","MXnL/P",734,0.0100348969613639,154.367363407139,10497,105.336313403437,0,154.367363407139,264403501.579805
"163","PRAD-PRAD -- MXnL/S","MXnL/S - MXnL/S",2531984,"PERMANENCIA PRADERA","PRAD-PRAD","MXnL/S","MXnL/S",67,-0.0420985607290965,-129.20883681865,2531984,-106592.882189101,0,129.20883681865,189688431035186
"164","PRAD-PRAD -- MXnL/S","P - MXnL/S",2526,"PERMANENCIA PRADERA","PRAD-PRAD","MXnL/S","MXnL/S",67,-0.0420985607290965,-129.20883681865,2526,-106.340964401698,0,129.20883681865,188792884.894868
"165","PRAD-PRAD -- MXnL/S","MXnL/P - MXnL/S",199140,"PERMANENCIA PRADERA","PRAD-PRAD","MXnL/S","MXnL/S",67,-0.0420985607290965,-129.20883681865,199140,-8383.50738359228,0,129.20883681865,1173372582248.11
"166","PRAD-PRAD -- P","VHnL/P - P",6538,"PERMANENCIA PRADERA","PRAD-PRAD","P","P",1486,0.243518582498286,38.8920658939994,6538,1592.12449237379,0,38.8920658939994,3834211562.25208
"167","PRAD-PRAD -- P","EOTnL/P - P",236,"PERMANENCIA PRADERA","PRAD-PRAD","P","P",1486,0.243518582498286,38.8920658939994,236,57.4703854695955,0,38.8920658939994,4995859.84347692
"168","PRAD-PRAD -- P","MXnL/S - P",47539,"PERMANENCIA PRADERA","PRAD-PRAD","P","P",1486,0.243518582498286,38.8920658939994,47539,11576.629893386,0,38.8920658939994,202715204525.778
"169","PRAD-PRAD -- P","MXnL/P - P",69378,"PERMANENCIA PRADERA","PRAD-PRAD","P","P",1486,0.243518582498286,38.8920658939994,69378,16894.8322165661,0,38.8920658939994,431747460789.045
"170","PRAD-PRAD -- P","P - P",29884948,"PERMANENCIA PRADERA","PRAD-PRAD","P","P",1486,0.243518582498286,38.8920658939994,29884948,7277540.17499499,0,38.8920658939994,80110833257988928
"171","PRAD-PRAD -- VHnL/P","MXnL/P - VHnL/P",397,"PERMANENCIA PRADERA","PRAD-PRAD","VHnL/P","VHnL/P",87,0.111649101315561,146.622591754747,397,44.3246932222777,0,146.622591754747,42237019.1840015
"172","PRAD-PRAD -- VHnL/P","VHnL/P - VHnL/P",1375264,"PERMANENCIA PRADERA","PRAD-PRAD","VHnL/P","VHnL/P",87,0.111649101315561,146.622591754747,1375264,153546.989671644,0,146.622591754747,506855772287317
"173","PRAD-PRAD -- VHnL/P","P - VHnL/P",20482,"PERMANENCIA PRADERA","PRAD-PRAD","VHnL/P","VHnL/P",87,0.111649101315561,146.622591754747,20482,2286.79689314532,0,146.622591754747,112423466151.762
"174","PRAD-PRAD -- VHnL/P","EOTnL/P - VHnL/P",27,"PERMANENCIA PRADERA","PRAD-PRAD","VHnL/P","VHnL/P",87,0.111649101315561,146.622591754747,27,3.01452573552015,0,146.622591754747,195361.857413835
"175","PRAD-PRAD -- VHnL/S","VHnL/S - VHnL/S",344,"PERMANENCIA PRADERA","PRAD-PRAD","VHnL/S",NA,NA,NA,NA,344,NA,0,NA,NA
"176","TF-OU -- BC","BC - AH",407,"DEFORESTACION","TF-OU","BC","BC",8,40.6042812946429,27.9996186502621,101.75,4131.48562172992,0,27.9996186502621,13381867459.2603
"177","TF-OU -- BC","BC - AGR_AN",383,"DEFORESTACION","TF-OU","BC","BC",8,40.6042812946429,27.9996186502621,95.75,3887.85993396206,0,27.9996186502621,11850193817.8404
"178","TF-OU -- BCO/P","BCO/P - AH",914,"DEFORESTACION","TF-OU","BCO/P","BCO/P",4404,32.6057231448036,1.45042451852079,228.5,7450.40773858762,0,1.45042451852079,116775126.744959
"179","TF-OU -- BCO/P","BCO/P - AGR_AN",17473,"DEFORESTACION","TF-OU","BCO/P","BCO/P",4404,32.6057231448036,1.45042451852079,4368.25,142429.950127288,0,1.45042451852079,42676904366.2372
"180","TF-OU -- BCO/P","BCO/P - AGR_PER",120,"DEFORESTACION","TF-OU","BCO/P","BCO/P",4404,32.6057231448036,1.45042451852079,30,978.171694344108,0,1.45042451852079,2012891.88017109
"181","TF-OU -- BCO/P","BCO/P - OT",162,"DEFORESTACION","TF-OU","BCO/P","BCO/P",4404,32.6057231448036,1.45042451852079,40.5,1320.53178736455,0,1.45042451852079,3668495.45161181
"182","TF-OU -- BCO/S","BCO/S - AGR_AN",23033,"DEFORESTACION","TF-OU","BCO/S","BCO/S",1137,21.4545557588627,3.33693546130825,5758.25,123540.695698471,0,3.33693546130825,169947859765.451
