folio,sitio,tipificacion,carbono_arboles
71567,2,Inicial,2.63430526
71567,3,Inicial,1.2654971
71567,4,Inicial,5.1794292
71568,1,Monitoreo,NULL
71568,2,Monitoreo,NULL
71568,3,Monitoreo,NULL
71568,4,Monitoreo,NULL
71569,1,Monitoreo,NULL
71569,2,Monitoreo,NULL
71569,3,Monitoreo,NULL
71569,4,Monitoreo,NULL
71570,1,Monitoreo,NULL
71570,2,Monitoreo,NULL
71570,3,Monitoreo,NULL
71570,4,Monitoreo,NULL
71571,1,Monitoreo,NULL
71571,2,Monitoreo,NULL
71571,3,Monitoreo,NULL
71571,4,Monitoreo,NULL
71572,1,Reemplazo,0.02996221
71572,2,Reemplazo,0.2169249
71572,3,Reemplazo,0.2362092
71572,4,Reemplazo,0
71574,1,Inicial,0.47776002
71574,2,Inicial,0.8684365
71574,3,Inicial,1.5489865
71574,4,Inicial,0.2336639
71575,1,Inicial,0.18552489
71575,2,Inicial,0.11461865
71575,3,Inicial,0.0305846
71575,4,Inicial,0.52229871
71581,1,Inicial,0.33783525
71581,2,Inicial,0.944657
71581,3,Inicial,0.2607979
71581,4,Inicial,1.34718677
71582,1,Monitoreo,NULL
71582,2,Monitoreo,NULL
71582,3,Monitoreo,NULL
71582,4,Monitoreo,NULL
71584,1,Inicial,0.22281306
71584,2,Monitoreo,NULL
71584,3,Monitoreo,NULL
71584,4,Monitoreo,NULL
71586,1,Inicial,0.8117943
71586,2,Inicial,1.191115
71586,3,Inicial,1.8909881
71586,4,Inicial,1.792703
71587,1,Inicial,3.195638
71587,2,Inicial,2.883249
71587,3,Inicial,1.860717
71587,4,Inicial,1.4603935
71588,1,Inicial,3.011511
71588,2,Inicial,3.609069
71588,3,Inicial,2.364242
71588,4,Inicial,1.197039
71595,1,Inicial,0.1078299
71595,2,Inicial,0.0388021
71595,3,Monitoreo,NULL
71595,4,Inicial,0
71597,1,Inicial,0.2635534
71597,2,Inicial,0.1477874
71597,3,Monitoreo,NULL
71597,4,Inicial,0.14087621
71599,1,Inicial,1.8874834
71599,2,Inicial,1.02123164
71599,3,Inicial,2.42977654
71599,4,Inicial,1.7401658
71600,1,Inicial,2.0812458
71600,2,Inicial,1.0298717
71600,3,Inicial,0.6608373
71600,4,Inicial,1.96695529
71601,1,Reemplazo,1.2657878
71601,2,Reemplazo,0.0099802
71601,3,Reemplazo,0.04612441
71601,4,Reemplazo,0.58637848
71606,1,Inicial,0.17640441
71606,2,Inicial,0.12056695
71606,3,Inicial,0.33926007
71606,4,Inicial,0.0784338
71607,1,Inicial,0.3434445
71607,2,Inicial,1.8957524
71607,3,Inicial,0.8929644
71607,4,Inicial,1.33191
71608,1,Inicial,1.500865
71608,2,Inicial,2.0219234
71608,3,Inicial,0.38092587
71608,4,Monitoreo,NULL
71609,1,Inicial,1.7481887
71609,2,Inicial,2.5552019
71609,3,Inicial,1.83966021
71609,4,Inicial,1.79024204
71610,1,Inicial,4.40955615
71610,2,Inicial,3.27795252
71610,3,Inicial,1.41534303
71610,4,Inicial,7.209475
71614,1,Inicial,1.2498271
71614,2,Inicial,1.9415976
71614,3,Inicial,0.2349804
71614,4,Inicial,1.4259667
71615,1,Inicial,0.8473379
71615,2,Inicial,0.2457168
71615,3,Inicial,0.4841561
71615,4,Inicial,1.0626165
71617,1,Inicial,3.19194858
71617,2,Inicial,3.8767178
71617,3,Inicial,2.5052202
71617,4,Inicial,0.81151874
71623,1,Reemplazo,3.43527493
71623,2,Reemplazo,2.46183579
71623,3,Reemplazo,1.60821536
71623,4,Reemplazo,2.2604211
71626,1,Inicial,0.5984994
71626,2,Inicial,2.2134303
71626,3,Inicial,0.4414545
71626,4,Inicial,0.9585195
71627,1,Inicial,1.0411502
71627,2,Inicial,0.2358642
71627,3,Inicial,2.0667203
71627,4,Inicial,0.2408288
71628,1,Inicial,1.43235001
71628,2,Inicial,3.4267563
71628,3,Inicial,3.6948207
71628,4,Inicial,4.7410359
71630,1,Inicial,2.73756136
71630,2,Inicial,1.60970975
71630,3,Inicial,3.90925721
71630,4,Inicial,1.35857985
71631,1,Inicial,0.58604751
71631,2,Inicial,0.85322811
71631,3,Inicial,1.368934
71631,4,Inicial,0.83753154
71636,1,Reemplazo,NULL
71636,2,Reemplazo,NULL
71636,3,Reemplazo,NULL
71636,4,Reemplazo,NULL
71637,1,Reemplazo,5.37018021
71637,2,Reemplazo,7.75893409
71637,3,Reemplazo,6.54520328
71637,4,Reemplazo,1.25290854
71638,1,Inicial,0.60110168
71638,2,Monitoreo,NULL
71638,3,Monitoreo,NULL
71638,4,Monitoreo,NULL
71639,1,Inicial,0.949894
71639,2,Monitoreo,NULL
71639,3,Monitoreo,NULL
71639,4,Monitoreo,NULL
71640,1,Reemplazo,3.75671142
71640,2,Monitoreo,NULL
71640,3,Monitoreo,NULL
71640,4,Monitoreo,NULL
71642,1,Monitoreo,NULL
71642,2,Monitoreo,NULL
71642,3,Monitoreo,NULL
71642,4,Monitoreo,NULL
71643,1,Inicial,0.69374
71643,2,Inicial,0.1985143
71643,3,Inicial,0.4191284
71643,4,Inicial,0.4044948
71644,1,Reemplazo,0
71644,2,Monitoreo,NULL
71644,3,Monitoreo,NULL
71644,4,Monitoreo,NULL
71645,1,Reemplazo,2.377002
71645,2,Monitoreo,NULL
71645,3,Reemplazo,3.09338881
71645,4,Reemplazo,4.7154145
71646,1,Monitoreo,NULL
71646,2,Monitoreo,NULL
71646,3,Monitoreo,NULL
71646,4,Monitoreo,NULL
71647,1,Inicial,0.4989324
71647,2,Monitoreo,NULL
71647,3,Monitoreo,NULL
71647,4,Monitoreo,NULL
71648,1,Inicial,4.3166689
71648,2,Inicial,0.7098775
71648,3,Inicial,7.2410927
71648,4,Inicial,0
71649,1,Monitoreo,NULL
71649,2,Monitoreo,NULL
71649,3,Monitoreo,NULL
71649,4,Monitoreo,NULL
71650,1,Inicial,0.8714199
71650,2,Inicial,0.5508312
71650,3,Inicial,1.15328366
71650,4,Inicial,1.08811234
71651,1,Monitoreo,NULL
71651,2,Monitoreo,NULL
71651,3,Monitoreo,NULL
71651,4,Monitoreo,NULL
71652,1,Inicial,0.06547641
71652,2,Monitoreo,NULL
71652,3,Monitoreo,NULL
71652,4,Inicial,0.17498494
71654,1,Inicial,2.48167886
71654,2,Inicial,1.5802673
71654,3,Inicial,4.21901459
71654,4,Inicial,2.24223438
71655,1,Inicial,1.02486893
71655,2,Inicial,0.366804
71655,3,Inicial,0.42585151
71655,4,Inicial,0.18844662
71656,1,Inicial,0.66251549
71656,2,Inicial,0.66948681
71656,3,Inicial,1.61385719
71656,4,Inicial,0.02935544
71657,1,Inicial,3.4273698
71657,2,Inicial,1.92987191
71657,3,Inicial,3.0676981
71657,4,Inicial,3.3476053
71658,1,Inicial,1.72557161
71658,2,Inicial,2.49353767
71658,3,Inicial,2.59773867
71658,4,Inicial,1.84717999
71659,1,Inicial,1.96830366
71659,2,Inicial,1.16657284
71659,3,Inicial,1.48924102
71659,4,Inicial,2.94074486
71664,1,Inicial,2.5806909
71664,2,Inicial,2.3202162
71664,3,Inicial,2.354757
71664,4,Inicial,1.673178
71672,1,Inicial,0
71672,2,Monitoreo,NULL
71672,3,Monitoreo,NULL
71672,4,Monitoreo,NULL
71673,1,Inicial,0.1192148
71673,2,Inicial,0.4875371
71673,3,Inicial,0
71673,4,Inicial,0.0100147
71674,1,Reemplazo,0
71674,2,Monitoreo,NULL
71674,3,Monitoreo,NULL
71674,4,Monitoreo,NULL
71676,1,Inicial,0
71676,2,Monitoreo,NULL
71676,3,Monitoreo,NULL
71676,4,Monitoreo,NULL
71677,1,Inicial,0
71677,2,Monitoreo,NULL
71677,3,Monitoreo,NULL
71677,4,Monitoreo,NULL
71678,1,Reemplazo,5.781551
71678,2,Reemplazo,6.0627338
71678,3,Reemplazo,5.1915232
71678,4,Reemplazo,7.4776391
71679,1,Inicial,1.1725504
71679,2,Inicial,0.3225405
71679,3,Inicial,0.4721564
71679,4,Inicial,0.6254344
71681,1,Reemplazo,5.9886934
71681,2,Reemplazo,0.8383653
71681,3,Reemplazo,0.3340636
71681,4,Reemplazo,1.196565
71682,1,Reemplazo,0
71682,2,Monitoreo,NULL
71682,3,Monitoreo,NULL
71682,4,Monitoreo,NULL
71683,1,Monitoreo,NULL
71683,2,Monitoreo,NULL
71683,3,Monitoreo,NULL
71683,4,Monitoreo,NULL
71684,1,Inicial,0.5181323
71684,2,Inicial,0.7217623
71684,3,Inicial,0.66272838
71684,4,Inicial,0.582459
71685,1,Inicial,0.7901815
71685,2,Inicial,0.2859492
71685,3,Inicial,1.7299734
71685,4,Inicial,0.7819389
71686,1,Inicial,0.1766921
71686,2,Inicial,0.6080771
71686,3,Inicial,0.489702
71686,4,Inicial,0.0718176
71687,1,Inicial,1.45928316
71687,2,Inicial,1.17403527
71687,3,Monitoreo,NULL
71687,4,Inicial,0.53993261
71688,1,Inicial,0.593091
71688,2,Inicial,0.471775
71688,3,Inicial,1.0664348
71688,4,Inicial,2.08457002
71689,1,Inicial,0.4602505
71689,2,Inicial,0.6077977
71689,3,Inicial,0.4031004
71689,4,Inicial,1.3449304
71690,1,Inicial,0.5624546
71690,2,Inicial,0.2203621
71690,3,Inicial,0.52548259
71690,4,Inicial,1.33748738
71694,1,Inicial,0
71694,2,Monitoreo,NULL
71694,3,Monitoreo,NULL
71694,4,Monitoreo,NULL
71696,1,Monitoreo,NULL
71696,2,Monitoreo,NULL
71696,3,Monitoreo,NULL
71696,4,Monitoreo,NULL
71699,1,Inicial,0.857676
71699,2,Inicial,0.3917632
71699,3,Inicial,0
71699,4,Monitoreo,NULL
71703,1,Inicial,0.4589995
71703,2,Inicial,0.33867559
71703,3,Inicial,0.253447
71703,4,Inicial,0
71707,1,Inicial,2.2188898
71707,2,Inicial,2.6407623
71707,3,Inicial,7.1563967
71707,4,Monitoreo,NULL
71708,1,Inicial,1.50647217
71708,2,Inicial,3.69581974
71708,3,Inicial,0.2684325
71708,4,Inicial,2.7279163
71709,1,Inicial,0
71709,2,Inicial,2.659598
71709,3,Inicial,0.2854841
71709,4,Inicial,1.2426846
71712,1,Reemplazo,0
71712,2,Monitoreo,NULL
71712,3,Monitoreo,NULL
71712,4,Monitoreo,NULL
71713,1,Inicial,0
71713,2,Inicial,0.1886999
71713,3,Inicial,0
71713,4,Inicial,0
71715,1,Reemplazo,0
71715,2,Reemplazo,0.842846
71715,3,Reemplazo,0
71715,4,Reemplazo,0
71717,1,Inicial,1.0030821
71717,2,Inicial,0.0923558
71717,3,Inicial,0
71717,4,Inicial,0
71722,1,Inicial,0.0560111
71722,2,Inicial,0
71722,3,Inicial,0
71722,4,Inicial,0.0186519
71725,1,Inicial,0.6983999
71725,2,Inicial,1.714143
71725,3,Inicial,0.4330983
71725,4,Inicial,0.6335354
71727,1,Monitoreo,NULL
71727,2,Monitoreo,NULL
71727,3,Monitoreo,NULL
71727,4,Monitoreo,NULL
71728,1,Monitoreo,NULL
71728,2,Monitoreo,NULL
71728,3,Monitoreo,NULL
71728,4,Monitoreo,NULL
71729,1,Reemplazo,3.30219511
71729,2,Monitoreo,NULL
71729,3,Reemplazo,7.07920941
71729,4,Monitoreo,NULL
71730,1,Inicial,0
71730,2,Inicial,0
71730,3,Inicial,0
71730,4,Inicial,0
71731,1,Inicial,3.58218041
71731,2,Inicial,1.05809432
71731,3,Inicial,1.5917629
71731,4,Inicial,1.19361157
71732,1,Monitoreo,NULL
71732,2,Monitoreo,NULL
71732,3,Monitoreo,NULL
71732,4,Monitoreo,NULL
71733,1,Monitoreo,NULL
71733,2,Monitoreo,NULL
71733,3,Monitoreo,NULL
71733,4,Monitoreo,NULL
71734,1,Monitoreo,NULL
71734,2,Monitoreo,NULL
71734,3,Monitoreo,NULL
71734,4,Monitoreo,NULL
71735,1,Monitoreo,NULL
71735,2,Monitoreo,NULL
71735,3,Monitoreo,NULL
71735,4,Monitoreo,NULL
71736,1,Monitoreo,NULL
71736,2,Monitoreo,NULL
71736,3,Monitoreo,NULL
71736,4,Monitoreo,NULL
71738,1,Monitoreo,NULL
71738,2,Monitoreo,NULL
71738,3,Monitoreo,NULL
71738,4,Monitoreo,NULL
71739,1,Inicial,4.25324143
71739,2,Inicial,4.90793083
71739,3,Inicial,6.5131042
71739,4,Inicial,4.5393764
71740,1,Inicial,0.20256072
71740,2,Inicial,0.0678026
71740,3,Inicial,0.06035508
71740,4,Inicial,0.0765013
71741,1,Inicial,0.00925869
71741,2,Inicial,4.80799864
71741,3,Inicial,0.30949401
71741,4,Inicial,0.01320207
71742,1,Inicial,0
71742,2,Inicial,0.10739417
71742,3,Inicial,0
71742,4,Inicial,0
71743,1,Inicial,2.89540281
71743,2,Inicial,1.81689789
71743,3,Inicial,0.95204877
71743,4,Inicial,0.04373985
71744,1,Inicial,0.07964057
71744,2,Inicial,0.10582633
71744,3,Inicial,0.88670891
71744,4,Inicial,0
71746,1,Monitoreo,NULL
71746,2,Monitoreo,NULL
71746,3,Monitoreo,NULL
71746,4,Monitoreo,NULL
71747,1,Monitoreo,NULL
71747,2,Monitoreo,NULL
71747,3,Monitoreo,NULL
71747,4,Monitoreo,NULL
71748,1,Monitoreo,NULL
71748,2,Monitoreo,NULL
71748,3,Monitoreo,NULL
71748,4,Monitoreo,NULL
71750,1,Inicial,0
71750,2,Monitoreo,NULL
71750,3,Monitoreo,NULL
71750,4,Monitoreo,NULL
71751,1,Inicial,0
71751,2,Monitoreo,NULL
71751,3,Monitoreo,NULL
71751,4,Monitoreo,NULL
71752,1,Monitoreo,NULL
71752,2,Monitoreo,NULL
71752,3,Monitoreo,NULL
71752,4,Monitoreo,NULL
71756,1,Monitoreo,NULL
71756,2,Monitoreo,NULL
71756,3,Monitoreo,NULL
71756,4,Monitoreo,NULL
71757,1,Inicial,0.17498593
71757,2,Inicial,0.17794404
71757,3,Inicial,0.74325033
71757,4,Inicial,0.18677719
71758,1,Reemplazo,2.161917
71758,2,Reemplazo,5.185394
71758,3,Monitoreo,NULL
71758,4,Reemplazo,0.2354447
71759,1,Inicial,3.1715768
71759,2,Inicial,2.5298908
71759,3,Inicial,3.5666384
71759,4,Inicial,2.7420906
71760,1,Reemplazo,2.6748432
71760,2,Reemplazo,0.8414379
71760,3,Monitoreo,NULL
71760,4,Monitoreo,NULL
71761,1,Inicial,1.5961111
71761,2,Inicial,2.4833369
71761,3,Monitoreo,NULL
71761,4,Inicial,1.2987344
71762,1,Inicial,0.7305101
71762,2,Inicial,1.0959702
71762,3,Inicial,0.4546215
71762,4,Inicial,0.9299221
71763,1,Inicial,1.64672937
71763,2,Monitoreo,NULL
71763,3,Monitoreo,NULL
71763,4,Inicial,0.96158277
71764,1,Inicial,0.7053482
71764,2,Inicial,0.40629988
71764,3,Inicial,0.3929143
71764,4,Monitoreo,NULL
71765,1,Inicial,1.34129912
71765,2,Inicial,1.5757267
71765,3,Inicial,4.3343359
71765,4,Inicial,1.4495425
71766,1,Inicial,0
71766,2,Inicial,0
71766,3,Inicial,0
71766,4,Inicial,0
71767,1,Reemplazo,2.10425737
71767,2,Reemplazo,1.6000746
71767,3,Reemplazo,0
71767,4,Reemplazo,2.1050924
71768,1,Inicial,0
71768,2,Monitoreo,NULL
71768,3,Monitoreo,NULL
71768,4,Monitoreo,NULL
71770,1,Inicial,0.3425933
71770,2,Inicial,0.6283809
71770,3,Inicial,1.2488228
71770,4,Inicial,0.4446448
71771,1,Inicial,9.88012612
71771,2,Inicial,1.81981281
71771,3,Inicial,0
71771,4,Inicial,2.9713557
71772,1,Monitoreo,NULL
71772,2,Monitoreo,NULL
71772,3,Monitoreo,NULL
71772,4,Monitoreo,NULL
71773,1,Inicial,2.25715276
71773,2,Inicial,1.2923764
71773,3,Monitoreo,NULL
71773,4,Monitoreo,NULL
71774,1,Monitoreo,NULL
71774,2,Monitoreo,NULL
71774,3,Monitoreo,NULL
71774,4,Monitoreo,NULL
71775,1,Monitoreo,NULL
71775,2,Monitoreo,NULL
71775,3,Monitoreo,NULL
71775,4,Monitoreo,NULL
71776,1,Monitoreo,NULL
71776,2,Monitoreo,NULL
71776,3,Monitoreo,NULL
71776,4,Monitoreo,NULL
71777,1,Monitoreo,NULL
71777,2,Monitoreo,NULL
71777,3,Monitoreo,NULL
71777,4,Monitoreo,NULL
71778,1,Inicial,1.5458451
71778,2,Inicial,2.405416
71778,3,Inicial,1.6188285
71778,4,Inicial,0.5534709
71779,1,Inicial,0.1821231
71779,2,Inicial,0
71779,3,Monitoreo,NULL
71779,4,Inicial,0.65987705
71780,1,Monitoreo,NULL
71780,2,Monitoreo,NULL
71780,3,Monitoreo,NULL
71780,4,Monitoreo,NULL
71781,1,Monitoreo,NULL
71781,2,Monitoreo,NULL
71781,3,Monitoreo,NULL
71781,4,Monitoreo,NULL
71782,1,Inicial,0
71782,2,Monitoreo,NULL
71782,3,Monitoreo,NULL
71782,4,Monitoreo,NULL
71783,1,Monitoreo,NULL
71783,2,Monitoreo,NULL
71783,3,Monitoreo,NULL
71783,4,Monitoreo,NULL
71784,1,Inicial,0.6480302
71784,2,Inicial,1.4149995
71784,3,Inicial,0.46948664
71784,4,Inicial,0
71785,1,Inicial,2.7334321
71785,2,Inicial,3.8894557
71785,3,Monitoreo,NULL
71785,4,Monitoreo,NULL
71788,1,Inicial,0.9942259
71788,2,Inicial,1.42418147
71788,3,Inicial,1.1693631
71788,4,Inicial,1.0581474
71790,1,Inicial,0.16493784
71790,2,Inicial,0.26329424
71790,3,Inicial,0.52176499
71790,4,Inicial,0.23500205
71792,1,Monitoreo,NULL
71792,2,Monitoreo,NULL
71792,3,Monitoreo,NULL
71792,4,Monitoreo,NULL
71796,1,Monitoreo,NULL
71796,2,Monitoreo,NULL
71796,3,Monitoreo,NULL
71796,4,Monitoreo,NULL
71800,1,Inicial,0
71800,2,Monitoreo,NULL
71800,3,Monitoreo,NULL
71800,4,Monitoreo,NULL
71801,1,Inicial,0
71801,2,Monitoreo,NULL
71801,3,Monitoreo,NULL
71801,4,Monitoreo,NULL
71803,1,Inicial,0
71803,2,Inicial,0.6137768
71803,3,Inicial,0.0491298
71803,4,Inicial,0
71804,1,Inicial,0.863762
71804,2,Inicial,0.7809434
71804,3,Inicial,0.3891478
71804,4,Inicial,0.683373
71806,1,Inicial,0.04967557
71806,2,Inicial,0.08199314
71806,3,Inicial,0.05456029
71806,4,Inicial,0.04213781
71808,1,Inicial,0
71808,2,Inicial,0
71808,3,Inicial,0
71808,4,Inicial,0
71809,1,Inicial,1.276063
71809,2,Inicial,0.6883155
71809,3,Inicial,0
71809,4,Inicial,0.6874188
71811,1,Inicial,0.52293
71811,2,Inicial,0
71811,3,Inicial,0
71811,4,Inicial,0.1386275
71812,1,Monitoreo,NULL
71812,2,Monitoreo,NULL
71812,3,Monitoreo,NULL
71812,4,Monitoreo,NULL
71813,1,Reemplazo,0.895189
71813,2,Reemplazo,1.32533985
71813,3,Reemplazo,1.16093256
71813,4,Reemplazo,0.9000024
71814,1,Inicial,1.06077641
71814,2,Inicial,1.58975887
71814,3,Inicial,0.67173283
71814,4,Inicial,1.2994908
71816,1,Inicial,2.1740085
71816,2,Inicial,1.5483852
71816,3,Inicial,0.7543499
71816,4,Inicial,2.3209749
71820,1,Inicial,0.3491248
71820,2,Inicial,0.3642444
71820,3,Inicial,0.00747727
71820,4,Inicial,0.9016843
71821,1,Inicial,0.46410351
71821,2,Inicial,0.957629
71821,3,Inicial,0.825331
71821,4,Inicial,0.6275132
71824,1,Monitoreo,NULL
71824,2,Monitoreo,NULL
71824,3,Monitoreo,NULL
71824,4,Monitoreo,NULL
71828,1,Inicial,2.71307058
71828,2,Inicial,2.2346812
71828,3,Inicial,1.7354545
71828,4,Inicial,1.3833079
71831,1,Inicial,3.9512309
71831,2,Inicial,1.7468557
71831,3,Inicial,4.34569386
71831,4,Inicial,3.7689852
71832,1,Monitoreo,NULL
71832,2,Monitoreo,NULL
71832,3,Monitoreo,NULL
71832,4,Monitoreo,NULL
71836,1,Monitoreo,NULL
71836,2,Monitoreo,NULL
71836,3,Monitoreo,NULL
71836,4,Monitoreo,NULL
71840,1,Monitoreo,NULL
71840,2,Monitoreo,NULL
71840,3,Monitoreo,NULL
71840,4,Monitoreo,NULL
71841,1,Inicial,1.55365171
71841,2,Inicial,2.15017818
71841,3,Inicial,1.02871
71841,4,Inicial,1.5587243
71842,1,Inicial,2.280024
71842,2,Inicial,0.331377
71842,3,Inicial,3.07406102
71842,4,Inicial,0
71844,1,Monitoreo,NULL
71844,2,Monitoreo,NULL
71844,3,Monitoreo,NULL
71844,4,Monitoreo,NULL
71846,1,Inicial,2.8374146
71846,2,Inicial,3.11469461
71846,3,Monitoreo,NULL
71846,4,Monitoreo,NULL
71847,1,Inicial,0.27049339
71847,2,Inicial,0.27986467
71847,3,Inicial,1.41494917
71847,4,Inicial,1.03365407
71848,1,Inicial,0
71848,2,Inicial,0.0393986
71848,3,Inicial,0
71848,4,Inicial,0.02327297
71849,1,Reemplazo,1.72207577
71849,2,Reemplazo,1.7735163
71849,3,Reemplazo,1.3562828
71849,4,Reemplazo,2.1073346
71850,1,Reemplazo,3.6746925
71850,2,Reemplazo,5.7474455
71850,3,Reemplazo,4.06398005
71850,4,Reemplazo,4.82398032
71851,1,Inicial,5.66301919
71851,2,Inicial,4.86792163
71851,3,Inicial,2.3603848
71851,4,Inicial,7.04479973
71852,1,Monitoreo,NULL
71852,2,Monitoreo,NULL
71852,3,Monitoreo,NULL
71852,4,Monitoreo,NULL
71853,1,Monitoreo,NULL
71853,2,Monitoreo,NULL
71853,3,Monitoreo,NULL
71853,4,Monitoreo,NULL
71854,1,Monitoreo,NULL
71854,2,Monitoreo,NULL
71854,3,Monitoreo,NULL
71854,4,Monitoreo,NULL
71855,1,Reemplazo,1.74911808
71855,2,Reemplazo,1.2311214
71855,3,Reemplazo,0.6372053
71855,4,Reemplazo,2.7534466
71856,1,Inicial,2.8790042
71856,2,Inicial,2.79649454
71856,3,Inicial,5.85876281
71856,4,Inicial,4.06460972
71857,1,Reemplazo,0.66215668
71857,2,Reemplazo,2.53516554
71857,3,Reemplazo,2.5137071
71857,4,Reemplazo,2.7141531
71858,1,Inicial,0
71858,2,Monitoreo,NULL
71858,3,Monitoreo,NULL
71858,4,Monitoreo,NULL
71859,1,Monitoreo,NULL
71859,2,Monitoreo,NULL
71859,3,Monitoreo,NULL
71859,4,Monitoreo,NULL
71860,1,Monitoreo,NULL
71860,2,Monitoreo,NULL
71860,3,Monitoreo,NULL
71860,4,Monitoreo,NULL
71861,1,Inicial,0.95570153
71861,2,Inicial,1.98520545
71861,3,Inicial,0.77860608
71861,4,Inicial,0.52338629
71862,1,Inicial,3.37256931
71862,2,Inicial,1.0905099
71862,3,Inicial,0.02837639
71862,4,Inicial,3.57470029
71863,1,Inicial,0.3809397
71863,2,Inicial,2.5904233
71863,3,Inicial,0.67113086
71863,4,Monitoreo,NULL
71864,1,Inicial,0.18016792
71864,2,Inicial,0.6807025
71864,3,Inicial,0.7672946
71864,4,Inicial,0
71865,1,Monitoreo,NULL
71865,2,Monitoreo,NULL
71865,3,Monitoreo,NULL
71865,4,Monitoreo,NULL
71868,1,Monitoreo,NULL
71868,2,Monitoreo,NULL
71868,3,Monitoreo,NULL
71868,4,Monitoreo,NULL
71869,1,Inicial,1.35321688
71869,2,Inicial,1.1921898
71869,3,Inicial,2.93664675
71869,4,Monitoreo,NULL
71870,1,Inicial,0.133446
71870,2,Inicial,1.72084512
71870,3,Inicial,1.3033314
71870,4,Inicial,0
71871,1,Inicial,0.51427252
71871,2,Inicial,0.35593383
71871,3,Inicial,0.9042901
71871,4,Inicial,0
71872,1,Inicial,0.84705058
71872,2,Inicial,3.417574
71872,3,Inicial,2.259163
71872,4,Inicial,0.4204904
71873,1,Inicial,0
71873,2,Monitoreo,NULL
71873,3,Monitoreo,NULL
71873,4,Monitoreo,NULL
71876,1,Monitoreo,NULL
71876,2,Monitoreo,NULL
71876,3,Monitoreo,NULL
71876,4,Monitoreo,NULL
71880,1,Monitoreo,NULL
71880,2,Monitoreo,NULL
71880,3,Monitoreo,NULL
71880,4,Monitoreo,NULL
71883,1,Inicial,1.198848
71883,2,Inicial,1.3238979
71883,3,Monitoreo,NULL
71883,4,Inicial,0.3979068
71884,1,Reemplazo,0
71884,2,Monitoreo,NULL
71884,3,Monitoreo,NULL
71884,4,Monitoreo,NULL
71886,1,Inicial,0.23575108
71886,2,Monitoreo,NULL
71886,3,Inicial,0
71886,4,Monitoreo,NULL
71888,1,Monitoreo,NULL
71888,2,Monitoreo,NULL
71888,3,Monitoreo,NULL
71888,4,Monitoreo,NULL
71889,1,Inicial,0.2019937
71889,2,Inicial,0.83720581
71889,3,Inicial,0.55779925
71889,4,Inicial,0.37300501
71890,1,Inicial,0
71890,2,Monitoreo,NULL
71890,3,Monitoreo,NULL
71890,4,Monitoreo,NULL
71892,1,Reemplazo,0.36439789
71892,2,Reemplazo,0.3732746
71892,3,Reemplazo,1.48365441
71892,4,Reemplazo,0.2975228
71894,1,Inicial,0.0742043
71894,2,Inicial,0.1723674
71894,3,Inicial,0
71894,4,Inicial,0.1400305
71896,1,Reemplazo,0
71896,2,Monitoreo,NULL
71896,3,Monitoreo,NULL
71896,4,Monitoreo,NULL
71897,1,Reemplazo,0
71897,2,Monitoreo,NULL
71897,3,Monitoreo,NULL
71897,4,Monitoreo,NULL
71898,1,Inicial,0.53791602
71898,2,Inicial,1.5041313
71898,3,Inicial,1.1601819
71898,4,Inicial,0.3890554
71899,1,Reemplazo,0
71899,2,Monitoreo,NULL
71899,3,Monitoreo,NULL
71899,4,Monitoreo,NULL
71900,1,Inicial,0
71900,2,Monitoreo,NULL
71900,3,Monitoreo,NULL
71900,4,Monitoreo,NULL
71901,1,Inicial,0
71901,2,Monitoreo,NULL
71901,3,Monitoreo,NULL
71901,4,Monitoreo,NULL
71902,1,Inicial,1.3645895
71902,2,Inicial,1.7777573
71902,3,Inicial,1.5861725
71902,4,Inicial,2.2218903
71903,1,Inicial,3.0557386
71903,2,Inicial,3.4128603
71903,3,Inicial,9.552821
71903,4,Inicial,1.4930828
71904,1,Inicial,2.3840199
71904,2,Inicial,4.4622052
71904,3,Inicial,1.88668096
71904,4,Inicial,1.7428137
71905,1,Inicial,10.937501
71905,2,Inicial,4.232829
71905,3,Inicial,1.7799809
71905,4,Inicial,1.8884307
71906,1,Inicial,5.1571523
71906,2,Inicial,4.904062
71906,3,Inicial,2.5908898
71906,4,Inicial,0.958829
71908,1,Monitoreo,NULL
71908,2,Monitoreo,NULL
71908,3,Monitoreo,NULL
71908,4,Monitoreo,NULL
71909,1,Monitoreo,NULL
71909,2,Monitoreo,NULL
71909,3,Monitoreo,NULL
71909,4,Monitoreo,NULL
71912,1,Monitoreo,NULL
71912,2,Monitoreo,NULL
71912,3,Monitoreo,NULL
71912,4,Monitoreo,NULL
71915,1,Inicial,0.103912
71915,2,Inicial,1.24047025
71915,3,Inicial,0.31971916
71915,4,Inicial,0.0341344
71916,1,Monitoreo,NULL
71916,2,Monitoreo,NULL
71916,3,Monitoreo,NULL
71916,4,Monitoreo,NULL
71918,1,Inicial,0
71918,2,Monitoreo,NULL
71918,3,Monitoreo,NULL
71918,4,Monitoreo,NULL
71919,1,Inicial,0.740576
71919,2,Inicial,0
71919,3,Inicial,0
71919,4,Inicial,0.138924
71920,1,Inicial,0.0583443
71920,2,Inicial,0.14453495
71920,3,Inicial,0.38694901
71920,4,Inicial,0
71921,1,Inicial,1.2154523
71921,2,Inicial,4.7521251
71921,3,Inicial,3.0188534
71921,4,Inicial,1.142139
71922,1,Inicial,0.27093662
71922,2,Inicial,6.03317183
71922,3,Inicial,0.03508404
71922,4,Inicial,1.235154
