folio,sitio,tipificacion,carbono_arboles
9155,4,Reemplazo,0
9161,1,Inicial,0
9161,2,Inicial,0.19206871
9161,3,Inicial,0.00804821
9161,4,Inicial,0.01227079
9165,1,Inicial,0
9165,2,Inicial,0
9165,3,Inicial,0
9165,4,Inicial,0
9250,1,Monitoreo,NULL
9250,2,Monitoreo,NULL
9250,3,Monitoreo,NULL
9250,4,Monitoreo,NULL
9260,1,Monitoreo,NULL
9260,2,Monitoreo,NULL
9260,3,Monitoreo,NULL
9260,4,Monitoreo,NULL
9261,1,Monitoreo,NULL
9261,2,Monitoreo,NULL
9261,3,Monitoreo,NULL
9261,4,Monitoreo,NULL
9262,1,Inicial,0.97800603
9262,2,Inicial,1.2731901
9262,3,Inicial,1.43339156
9262,4,Inicial,1.40678701
9263,1,Inicial,0.83021264
9263,2,Inicial,0.75656276
9263,3,Inicial,1.27523891
9263,4,Inicial,0.9169616
9264,1,Inicial,0.80158015
9264,2,Inicial,1.00359038
9264,3,Inicial,3.15908342
9264,4,Inicial,0.69529931
9265,1,Inicial,1.45583955
9265,2,Inicial,2.01861517
9265,3,Inicial,1.8012633
9265,4,Inicial,1.23448144
9266,1,Inicial,1.63689646
9266,2,Inicial,1.12278219
9266,3,Inicial,1.79417886
9266,4,Inicial,1.26084208
9267,1,Inicial,1.7094774
9267,2,Inicial,4.3410126
9267,3,Inicial,2.0399
9267,4,Inicial,2.65961024
9269,1,Inicial,0
9269,2,Inicial,0
9269,3,Inicial,0
9269,4,Inicial,0.39346322
9270,1,Inicial,1.24585748
9270,2,Inicial,1.46992182
9270,3,Inicial,1.41483974
9270,4,Inicial,1.07754464
9271,1,Inicial,0.82553684
9271,2,Inicial,0.90602132
9271,3,Inicial,1.04054675
9271,4,Inicial,2.68888117
9272,1,Inicial,0.8132818
9272,2,Inicial,0.26169514
9272,3,Inicial,1.0762193
9272,4,Inicial,0.78273108
9273,1,Inicial,0.72605441
9273,2,Inicial,0.60640768
9273,3,Inicial,0.96137918
9273,4,Inicial,0.45864905
9274,1,Inicial,0.64028215
9274,2,Inicial,1.292194
9274,3,Inicial,0.47529487
9274,4,Inicial,1.17973729
9275,1,Inicial,0.7913669
9275,2,Inicial,1.3134146
9275,3,Inicial,1.7064687
9275,4,Inicial,1.4147353
9276,1,Inicial,1.10352445
9276,2,Inicial,0.57449533
9276,3,Inicial,0.53647154
9276,4,Inicial,0.50937425
9278,1,Inicial,0.0873682
9278,2,Inicial,0
9278,3,Inicial,0
9278,4,Inicial,0.9150601
9282,1,Inicial,0.49600638
9282,2,Inicial,1.6047815
9282,3,Inicial,0.1387687
9282,4,Inicial,0.4039785
9283,1,Inicial,0
9283,2,Inicial,0.17953532
9283,3,Inicial,0
9283,4,Inicial,0
9295,1,Reemplazo,0
9295,2,Reemplazo,0.20325808
9295,3,Reemplazo,0
9295,4,Reemplazo,0
9371,1,Inicial,0.5919072
9371,2,Inicial,0.102369
9371,3,Inicial,0.2327544
9371,4,Inicial,0.0319231
9377,1,Inicial,0.32068397
9377,2,Inicial,0.5317017
9377,3,Inicial,0
9377,4,Inicial,0.1837745
9379,1,Monitoreo,NULL
9379,2,Monitoreo,NULL
9379,3,Monitoreo,NULL
9379,4,Monitoreo,NULL
9383,1,Monitoreo,NULL
9383,2,Monitoreo,NULL
9383,3,Monitoreo,NULL
9383,4,Monitoreo,NULL
9385,1,Monitoreo,NULL
9385,2,Monitoreo,NULL
9385,3,Monitoreo,NULL
9385,4,Monitoreo,NULL
9387,1,Inicial,0.0638462
9387,2,Inicial,0.0319231
9387,3,Inicial,0.16274705
9387,4,Inicial,0
9397,1,Inicial,0.0117454
9397,2,Inicial,0.01218841
9397,3,Inicial,0.00950528
9397,4,Inicial,0.01294836
9399,1,Inicial,0.05835782
9399,2,Inicial,0.2168466
9399,3,Inicial,0.0140685
9399,4,Inicial,0.1337834
9403,1,Inicial,0.01396204
9403,2,Inicial,0.0121459
9403,3,Inicial,0.00599657
9403,4,Inicial,0.02929637
9405,1,Inicial,0.02060296
9405,2,Inicial,0.00631853
9405,3,Inicial,0.0119068
9405,4,Inicial,0.02850087
9407,1,Inicial,0.04129335
9407,2,Inicial,0.04470366
9407,3,Inicial,0.021356
9407,4,Inicial,0.04186369
9409,1,Inicial,0
9409,2,Inicial,0.03289187
9409,3,Inicial,0.0955236
9409,4,Inicial,0.11816985
9413,1,Inicial,0.01837385
9413,2,Inicial,0.02903901
9413,3,Inicial,0.0442315
9413,4,Inicial,0.03190262
9415,1,Inicial,0.40562935
9415,2,Inicial,0.22823064
9415,3,Inicial,0.1447531
9415,4,Inicial,0.179605
9421,1,Inicial,0
9421,2,Inicial,0.1363536
9421,3,Inicial,0.03030776
9421,4,Inicial,0
9425,1,Inicial,0.0132242
9425,2,Inicial,0.0146063
9425,3,Inicial,0
9425,4,Inicial,0.04293217
9427,1,Inicial,0.03058892
9427,2,Inicial,0.02947396
9427,3,Inicial,0.02001127
9427,4,Inicial,0.03703246
9429,1,Monitoreo,NULL
9429,2,Monitoreo,NULL
9429,3,Monitoreo,NULL
9429,4,Monitoreo,NULL
9431,1,Inicial,0
9431,2,Inicial,0.1228387
9431,3,Inicial,0.06116061
9431,4,Inicial,0.02067215
9433,1,Monitoreo,NULL
9433,2,Monitoreo,NULL
9433,3,Monitoreo,NULL
9433,4,Monitoreo,NULL
9435,1,Inicial,0.06037103
9435,2,Inicial,0.17713095
9435,3,Inicial,0.03081856
9435,4,Inicial,0.25178211
9437,1,Monitoreo,NULL
9437,2,Monitoreo,NULL
9437,3,Monitoreo,NULL
9437,4,Monitoreo,NULL
9439,1,Monitoreo,NULL
9439,2,Monitoreo,NULL
9439,3,Monitoreo,NULL
9439,4,Monitoreo,NULL
9441,1,Inicial,0.00783892
9441,2,Inicial,0.00962557
9441,3,Inicial,0.01307067
9441,4,Inicial,0.05286061
9445,1,Inicial,0.060782
9445,2,Inicial,0
9445,3,Inicial,0
9445,4,Inicial,0.0574469
9447,1,Monitoreo,NULL
9447,2,Monitoreo,NULL
9447,3,Monitoreo,NULL
9447,4,Monitoreo,NULL
9449,1,Monitoreo,NULL
9449,2,Monitoreo,NULL
9449,3,Monitoreo,NULL
9449,4,Monitoreo,NULL
9451,1,Inicial,0.10872914
9451,2,Inicial,0.1370652
9451,3,Inicial,0.06449954
9451,4,Inicial,0.28523218
9453,1,Inicial,0.05073141
9453,2,Inicial,0.02145348
9453,3,Inicial,0
9453,4,Inicial,0.032034
9455,1,Monitoreo,NULL
9455,2,Monitoreo,NULL
9455,3,Monitoreo,NULL
9455,4,Monitoreo,NULL
9457,1,Monitoreo,NULL
9457,2,Monitoreo,NULL
9457,3,Monitoreo,NULL
9457,4,Monitoreo,NULL
9458,1,Monitoreo,NULL
9458,2,Monitoreo,NULL
9458,3,Monitoreo,NULL
9458,4,Monitoreo,NULL
9459,1,Monitoreo,NULL
9459,2,Monitoreo,NULL
9459,3,Monitoreo,NULL
9459,4,Monitoreo,NULL
9460,1,Inicial,0.1298154
9460,2,Inicial,1.98487951
9460,3,Inicial,0.1806294
9460,4,Inicial,2.0533255
9461,1,Inicial,0.67514013
9461,2,Inicial,0.40268326
9461,3,Inicial,0.21571354
9461,4,Inicial,0.3966629
9462,1,Inicial,2.14513309
9462,2,Inicial,2.4536033
9462,3,Inicial,2.08970925
9462,4,Inicial,1.48142379
9463,1,Inicial,1.30663723
9463,2,Inicial,1.53858513
9463,3,Inicial,1.33884367
9463,4,Inicial,2.02946382
9464,1,Inicial,1.93128956
9464,2,Inicial,2.1730331
9464,3,Inicial,1.2148535
9464,4,Inicial,1.52529547
9465,1,Inicial,1.38697871
9465,2,Inicial,1.76220075
9465,3,Inicial,1.72558665
9465,4,Inicial,1.0479761
9466,1,Inicial,1.33118494
9466,2,Inicial,0.86059719
9466,3,Inicial,1.02519329
9466,4,Inicial,1.49152647
9467,1,Inicial,1.41694995
9467,2,Inicial,1.36726287
9467,3,Inicial,0.96409515
9467,4,Inicial,1.36791787
9468,1,Inicial,0.64936156
9468,2,Inicial,0.60636071
9468,3,Inicial,0.25914154
9468,4,Inicial,0.3048057
9469,1,Inicial,0.37700386
9469,2,Inicial,0.21850182
9469,3,Inicial,0.33533594
9469,4,Inicial,0.37057684
9470,1,Inicial,0.85685107
9470,2,Inicial,0.8366827
9470,3,Inicial,0.825555
9470,4,Inicial,1.30366208
9471,1,Inicial,1.69735022
9471,2,Inicial,0.34716406
9471,3,Inicial,1.86516413
9471,4,Inicial,2.21865231
9472,1,Inicial,0.21633907
9472,2,Inicial,0.514774
9472,3,Inicial,0.5204856
9472,4,Inicial,1.94517639
9474,1,Inicial,1.31566592
9474,2,Inicial,1.43778061
9474,3,Inicial,0.8519328
9474,4,Inicial,0.7206067
9475,1,Inicial,0.23746202
9475,2,Inicial,0.53873118
9475,3,Inicial,0.86692905
9475,4,Inicial,0.06610807
9476,1,Inicial,0.28124865
9476,2,Inicial,0.46760757
9476,3,Inicial,0.20223985
9476,4,Inicial,0.2926954
9479,1,Inicial,0.81917767
9479,2,Inicial,0.36836326
9479,3,Inicial,0.889821
9479,4,Inicial,0.4063674
9480,1,Inicial,0.0672103
9480,2,Inicial,0.61167349
9480,3,Inicial,0.371324
9480,4,Inicial,0.179176
9483,1,Inicial,0
9483,2,Inicial,0
9483,3,Inicial,0
9483,4,Inicial,0.2532695
9485,1,Inicial,0
9485,2,Inicial,0.0375821
9485,3,Inicial,0.1231133
9485,4,Inicial,0.3368324
9487,1,Inicial,0.26712378
9487,2,Inicial,0.24688092
9487,3,Inicial,0.0115413
9487,4,Inicial,0.65711065
9491,1,Inicial,0.0583875
9491,2,Inicial,0.10782679
9491,3,Inicial,0.2150194
9491,4,Inicial,0.0243156
9492,1,Inicial,1.40189904
9492,2,Inicial,0.96323727
9492,3,Inicial,0.59044932
9492,4,Inicial,0.97571498
9493,1,Inicial,0.3731888
9493,2,Inicial,0.17760848
9493,3,Inicial,0.0154523
9493,4,Inicial,0.66789376
9495,1,Inicial,1.8980978
9495,2,Inicial,0.3288044
9495,3,Inicial,0.8030183
9495,4,Inicial,2.0138328
9508,1,Inicial,0
9508,2,Inicial,0
9508,3,Inicial,0
9508,4,Inicial,0
9562,1,Inicial,0
9562,2,Inicial,0
9562,3,Inicial,0
9562,4,Inicial,0
9633,1,Inicial,0.2491107
9633,2,Inicial,0
9633,3,Inicial,0.2961026
9633,4,Inicial,0.390849
9646,1,Inicial,0.25098567
9646,2,Inicial,0.14742796
9646,3,Inicial,0.02970543
9646,4,Monitoreo,NULL
9649,1,Inicial,0
9649,2,Monitoreo,NULL
9649,3,Inicial,0.20560627
9649,4,Monitoreo,NULL
9656,1,Inicial,0.1891527
9656,2,Inicial,0.18040224
9656,3,Inicial,0.18322893
9656,4,Inicial,0.13479927
9657,1,Reemplazo,0.47673194
9657,2,Reemplazo,0.0866867
9657,3,Reemplazo,0.1819438
9657,4,Reemplazo,0.0493162
9658,1,Monitoreo,NULL
9658,2,Monitoreo,NULL
9658,3,Monitoreo,NULL
9658,4,Monitoreo,NULL
9659,1,Monitoreo,NULL
9659,2,Monitoreo,NULL
9659,3,Monitoreo,NULL
9659,4,Monitoreo,NULL
9660,1,Inicial,0.61404771
9660,2,Inicial,0.99703411
9660,3,Inicial,0.0808654
9660,4,Inicial,0.2167486
9661,1,Inicial,1.02677944
9661,2,Inicial,0.4697392
9661,3,Inicial,0.71397994
9661,4,Inicial,0.23921846
9662,1,Inicial,0.24120414
9662,2,Inicial,1.979856
9662,3,Inicial,0.88780805
9662,4,Inicial,2.2226779
9663,1,Inicial,1.8871078
9663,2,Inicial,1.07889397
9663,3,Inicial,0.75692257
9663,4,Inicial,0.91957124
9664,1,Inicial,1.63279383
9664,2,Inicial,1.01095559
9664,3,Inicial,2.79576972
9664,4,Inicial,1.412689
9665,1,Inicial,0.99774005
9665,2,Inicial,2.79269603
9665,3,Inicial,1.23443797
9665,4,Inicial,1.15269965
9666,1,Inicial,2.23538014
9666,2,Inicial,0.66613351
9666,3,Inicial,1.52237908
9666,4,Inicial,1.87145198
9667,1,Inicial,1.12768081
9667,2,Inicial,1.83244524
9667,3,Inicial,2.35193103
9667,4,Inicial,1.96350294
9668,1,Inicial,0.6934608
9668,2,Inicial,1.36020436
9668,3,Inicial,1.11739856
9668,4,Inicial,1.15000469
9669,1,Inicial,1.21921733
9669,2,Inicial,1.27454731
9669,3,Inicial,2.28206286
9669,4,Inicial,1.63433235
9670,1,Inicial,2.2772005
9670,2,Inicial,1.97220684
9670,3,Inicial,0.15815244
9670,4,Inicial,0.71207922
9671,1,Inicial,2.70648075
9671,2,Inicial,3.55528365
9671,3,Inicial,2.68156594
9671,4,Inicial,3.01173003
9673,1,Inicial,0.74448822
9673,2,Inicial,1.52572387
9673,3,Inicial,0.77801722
9673,4,Inicial,1.33337677
9674,1,Inicial,0.6119442
9674,2,Inicial,2.16350289
9674,3,Inicial,2.19520818
9674,4,Inicial,1.39731667
9677,1,Inicial,0.50838323
9677,2,Inicial,0.0567084
9677,3,Inicial,0.15147546
9677,4,Inicial,0.53783264
9679,1,Inicial,1.37729151
9679,2,Inicial,3.65548689
9679,3,Inicial,0.27754525
9679,4,Inicial,1.44137782
9680,1,Inaccesible (pendiente),NULL
9680,2,Monitoreo,NULL
9680,3,Monitoreo,NULL
9680,4,Monitoreo,NULL
9686,1,Inicial,0
9686,2,Inicial,0
9686,3,Inicial,0.08709108
9686,4,Inicial,0.4105107
9687,1,Inicial,0.38633526
9687,2,Inicial,0.48671387
9687,3,Inicial,0.55821672
9687,4,Inicial,0.25465697
9692,1,Inicial,0.3307772
9692,2,Inicial,0.5232866
9692,3,Inicial,0.5806897
9692,4,Inicial,1.3650584
9693,1,Inicial,0.60517218
9693,2,Inicial,1.34569146
9693,3,Inicial,0.67247738
9693,4,Inicial,0.1808106
9694,1,Reemplazo,0.66520033
9694,2,Reemplazo,1.19896274
9694,3,Reemplazo,0.483576
9694,4,Reemplazo,1.02323124
9695,1,Reemplazo,1.1405086
9695,2,Reemplazo,0.494851
9695,3,Reemplazo,0.5654564
9695,4,Reemplazo,1.1096381
9696,1,Inicial,0.40128609
9696,2,Inicial,0.20496986
9696,3,Inicial,0.61175858
9696,4,Inicial,0.28529635
9767,1,Inicial,0
9767,2,Inicial,0
9767,3,Inicial,0
9767,4,Inicial,0
9771,1,Inicial,0
9771,2,Inicial,0.0771129
9771,3,Inicial,0.0957693
9771,4,Inicial,0
9775,1,Inicial,0.124747
9775,2,Inicial,0.2290877
9775,3,Inicial,0.12054278
9775,4,Inicial,0.18603955
9777,1,Inicial,0
9777,2,Inicial,0
9777,3,Inicial,0
9777,4,Inicial,0.0220759
9779,1,Inicial,0.0957693
9779,2,Inicial,0.0957693
9779,3,Inicial,0.0380385
9779,4,Inicial,0.2148051
9781,1,Monitoreo,NULL
9781,2,Monitoreo,NULL
9781,3,Monitoreo,NULL
9781,4,Monitoreo,NULL
9783,1,Monitoreo,NULL
9783,2,Monitoreo,NULL
9783,3,Monitoreo,NULL
9783,4,Monitoreo,NULL
9787,1,Inicial,0.04541153
9787,2,Inicial,0.04291917
9787,3,Inicial,0.05988039
9787,4,Inicial,0.10542175
9789,1,Inicial,0
9789,2,Inicial,0
9789,3,Inicial,0.0642593
9789,4,Inicial,0.1455631
9791,1,Inicial,0.0319231
9791,2,Inicial,0.10335517
9791,3,Inicial,0.03403482
9791,4,Inicial,0.04476531
9795,1,Inicial,0
9795,2,Inicial,0
9795,3,Inicial,0.01496165
9795,4,Inicial,0.0185997
9799,1,Inicial,0.0174769
9799,2,Inicial,0
9799,3,Inicial,0.06190543
9799,4,Inicial,0.0326083
9801,1,Inicial,0.02224185
9801,2,Inicial,0.0811082
9801,3,Inicial,0.00311953
9801,4,Inicial,0.03116457
9803,1,Inicial,0
9803,2,Inicial,0
9803,3,Inicial,0.00822994
9803,4,Inicial,0
9805,1,Inicial,0.05710278
9805,2,Inicial,0
9805,3,Inicial,0.03867036
9805,4,Inicial,0.23275961
9807,1,Inicial,0
9807,2,Inicial,0.0443836
9807,3,Inicial,0.19954001
9807,4,Inicial,0.00724778
9809,1,Inicial,0
9809,2,Inicial,0
9809,3,Inicial,0
9809,4,Inicial,0.0210897
9811,1,Inicial,0.10664043
9811,2,Inicial,0.00484228
9811,3,Inicial,0.09763301
9811,4,Inicial,0.12904091
9815,1,Inicial,0.04641772
9815,2,Inicial,0.18191033
9815,3,Inicial,0.03076762
9815,4,Inicial,0.02718083
9817,1,Inicial,0.03674248
9817,2,Inicial,0.00730954
9817,3,Inicial,0
9817,4,Inicial,0.0242154
9819,1,Inicial,0.10847979
9819,2,Inicial,0.02407285
9819,3,Inicial,0.0510661
9819,4,Inicial,0.06619256
9821,1,Inicial,0.14421203
9821,2,Inicial,0.08862956
9821,3,Inicial,0.03402034
9821,4,Inicial,0.10901387
9823,1,Inicial,0.01625179
9823,2,Inicial,0.0323706
9823,3,Inicial,0.05546522
9823,4,Inicial,0.01256388
9825,1,Inicial,0.27218
9825,2,Inicial,0.1829645
9825,3,Inicial,0.052395
9825,4,Inicial,0
9827,1,Inicial,0.1448962
9827,2,Inicial,0.0365899
9827,3,Inicial,0.01941395
9827,4,Inicial,0.03602938
9829,1,Inicial,0
9829,2,Inicial,0
9829,3,Inicial,0.07695575
9829,4,Inicial,0
9831,1,Inicial,0.085328
9831,2,Inicial,0.07200999
9831,3,Inicial,0.07362609
9831,4,Inicial,0.21827765
9833,1,Monitoreo,NULL
9833,2,Monitoreo,NULL
9833,3,Monitoreo,NULL
9833,4,Monitoreo,NULL
9835,1,Monitoreo,NULL
9835,2,Monitoreo,NULL
9835,3,Monitoreo,NULL
9835,4,Monitoreo,NULL
9837,1,Inicial,0.05241979
9837,2,Inicial,0.0152871
9837,3,Inicial,0.03412804
9837,4,Inicial,0.005253
9839,1,Inicial,0.00316815
9839,2,Inicial,0.00394139
9839,3,Inicial,0.00479828
9839,4,Inicial,0
9841,1,Inicial,0.14394372
9841,2,Inicial,0.0138168
9841,3,Inicial,0.127198
9841,4,Inicial,0.00951047
9843,1,Monitoreo,NULL
9843,2,Monitoreo,NULL
9843,3,Monitoreo,NULL
9843,4,Monitoreo,NULL
9845,1,Reemplazo,0.10051098
9845,2,Monitoreo,NULL
9845,3,Reemplazo,0.06326175
9845,4,Reemplazo,0.05104784
9847,1,Inicial,0.04711177
9847,2,Inicial,0
9847,3,Inicial,0.21491204
9847,4,Inicial,0.01536738
9849,1,Inicial,0.07517034
9849,2,Inicial,0
9849,3,Inicial,0.15954233
9849,4,Inicial,0.026774
9850,1,Inicial,0.52007784
9850,2,Inicial,0.1664454
9850,3,Inicial,0.43894503
9850,4,Inicial,0.32128684
9851,1,Monitoreo,NULL
9851,2,Monitoreo,NULL
9851,3,Monitoreo,NULL
9851,4,Monitoreo,NULL
9853,1,Inicial,0.36760419
9853,2,Inicial,0.5149174
9853,3,Inicial,0.43793587
9853,4,Inicial,0.38918409
9854,1,Monitoreo,NULL
9854,2,Monitoreo,NULL
9854,3,Monitoreo,NULL
9854,4,Monitoreo,NULL
9855,1,Inicial,0.7217377
9855,2,Inicial,1.17903954
9855,3,Inicial,1.2746371
9855,4,Inicial,0.27433554
9856,1,Inicial,0.37410395
9856,2,Inicial,0.40462421
9856,3,Inicial,0.03056011
9856,4,Inicial,0.21735604
9857,1,Inicial,0.49698622
9857,2,Inicial,0.93623106
9857,3,Inicial,1.25189545
9857,4,Inicial,0.16829167
9858,1,Reemplazo,0.4911259
9858,2,Reemplazo,1.07802632
9858,3,Reemplazo,1.71971156
9858,4,Reemplazo,0.62002564
9859,1,Inicial,2.21615001
9859,2,Inicial,0.81990903
9859,3,Inicial,0.96787963
9859,4,Inicial,1.1608668
9860,1,Inicial,0.06633885
9860,2,Inicial,0.8493761
9860,3,Inicial,0.7975608
9860,4,Inicial,0.46195756
9861,1,Inicial,2.16275594
9861,2,Inicial,0.45416129
9861,3,Inicial,0.5118399
9861,4,Inicial,0.44407781
9862,1,Inicial,0.89440256
9862,2,Inicial,0.95398065
9862,3,Inicial,1.58498534
9862,4,Inicial,1.00520984
9863,1,Inicial,1.67331943
9863,2,Inicial,1.65083747
9863,3,Inicial,1.94612439
9863,4,Inicial,1.72156959
9864,1,Inicial,0.73661732
9864,2,Inicial,1.67073181
9864,3,Inicial,1.90006996
9864,4,Inicial,2.6229071
9866,1,Inicial,1.23499705
9866,2,Inicial,0.95791901
9866,3,Inicial,0.89760169
9866,4,Inicial,1.67864723
9867,1,Inicial,0.83870755
9867,2,Inicial,2.02057397
9867,3,Inicial,0.42466607
9867,4,Inicial,1.13870466
9869,1,Inicial,2.26546125
9869,2,Inicial,2.10410735
9869,3,Inicial,1.5596797
9869,4,Inicial,1.160761
9870,1,Inaccesible (social),NULL
9870,2,Monitoreo,NULL
9870,3,Monitoreo,NULL
9870,4,Monitoreo,NULL
9871,1,Inicial,1.17981953
9871,2,Inicial,1.32936373
9871,3,Inicial,0.67834603
9871,4,Inicial,0.48546142
9875,1,Inicial,0.7826247
9875,2,Inicial,0.6724604
9875,3,Inicial,0.0841528
9875,4,Inicial,0.135692
9876,1,Inicial,0
9876,2,Inicial,0.541339
9876,3,Inicial,0
9876,4,Inicial,0
9877,1,Inicial,0.79550023
9877,2,Inicial,0.3442545
9877,3,Inicial,0.83507982
9877,4,Inicial,0.40031241
9879,1,Monitoreo,NULL
9879,2,Monitoreo,NULL
9879,3,Monitoreo,NULL
9879,4,Monitoreo,NULL
9882,1,Inicial,2.2069013
9882,2,Inicial,0.78226688
9882,3,Inicial,1.8766622
9882,4,Inicial,0.1063145
9883,1,Inicial,0.93650305
9883,2,Inicial,0.28610625
9883,3,Inicial,0
9883,4,Inicial,0.47518461
9887,1,Monitoreo,NULL
9887,2,Monitoreo,NULL
9887,3,Monitoreo,NULL
9887,4,Monitoreo,NULL
9888,1,Inicial,0.77739505
9888,2,Inicial,0.44511098
9888,3,Inicial,1.04512899
9888,4,Inicial,0.3101267
9889,1,Inicial,0.11978781
9889,2,Inicial,0.4115297
9889,3,Inicial,0.3349817
9889,4,Inicial,0.44887636
9890,1,Inicial,0.57553816
9890,2,Inicial,0.94376426
9890,3,Inicial,0.18886709
9890,4,Inicial,1.89179355
9891,1,Inicial,1.29732034
9891,2,Inicial,2.3798704
9891,3,Inicial,0.48299652
9891,4,Inicial,1.88292661
9892,1,Inicial,0
9892,2,Inicial,0
9892,3,Inicial,0.05990818
9892,4,Inicial,0.72687329
9895,1,Monitoreo,NULL
9895,2,Monitoreo,NULL
9895,3,Monitoreo,NULL
9895,4,Monitoreo,NULL
9899,1,Inicial,0.16796283
9899,2,Inicial,0
9899,3,Inicial,0
9899,4,Inicial,0.07670882
9903,1,Monitoreo,NULL
9903,2,Monitoreo,NULL
9903,3,Monitoreo,NULL
9903,4,Monitoreo,NULL
9907,1,Inicial,0
9907,2,Inicial,0
9907,3,Inicial,0
9907,4,Inicial,0
9911,1,Inicial,0
9911,2,Inicial,0
9911,3,Inicial,0
9911,4,Inicial,0
9915,1,Monitoreo,NULL
9915,2,Monitoreo,NULL
9915,3,Monitoreo,NULL
9915,4,Monitoreo,NULL
9919,1,Monitoreo,NULL
9919,2,Monitoreo,NULL
9919,3,Monitoreo,NULL
9919,4,Monitoreo,NULL
9923,1,Inicial,0
9923,2,Inicial,0
9923,3,Inicial,0
9923,4,Inicial,0
9927,1,Inicial,0
9927,2,Inicial,0
9927,3,Inicial,0
9927,4,Inicial,0
9931,1,Inicial,0
9931,2,Inicial,0
9931,3,Inicial,0
9931,4,Inicial,0
9935,1,Inicial,0
9935,2,Inicial,0
9935,3,Inicial,0
9935,4,Inicial,0
9938,1,Inicial,0
9938,2,Inicial,0
9938,3,Inicial,0
9938,4,Inicial,0
9942,1,Inicial,0
9942,2,Inicial,0
9942,3,Inicial,0
9942,4,Inicial,0
9946,1,Inicial,0
9946,2,Inicial,0
9946,3,Inicial,0
9946,4,Inicial,0
9950,1,Inicial,0
9950,2,Inicial,0
9950,3,Inicial,0
9950,4,Inicial,0
9954,1,Inicial,0
9954,2,Inicial,0
9954,3,Inicial,0
9954,4,Inicial,0
9958,1,Inicial,0
9958,2,Inicial,0
9958,3,Inicial,0
9958,4,Inicial,0
9960,1,Inicial,0
9960,2,Inicial,0
9960,3,Inicial,0
9960,4,Inicial,0
9962,1,Inicial,0
9962,2,Inicial,0.02842527
9962,3,Inicial,0
9962,4,Inicial,0
9964,1,Inicial,0
9964,2,Inicial,0
9964,3,Inicial,0
9964,4,Inicial,0
10026,1,Inicial,0.04835463
10026,2,Inicial,0.0748816
10026,3,Inicial,0
10026,4,Inicial,0.0341993
10040,1,Monitoreo,NULL
10040,2,Monitoreo,NULL
10040,3,Monitoreo,NULL
10040,4,Monitoreo,NULL
10044,1,Inicial,0.0664569
10044,2,Inicial,0.08706192
10044,3,Inicial,0.00701533
10044,4,Monitoreo,NULL
10047,1,Monitoreo,NULL
10047,2,Monitoreo,NULL
10047,3,Monitoreo,NULL
10047,4,Monitoreo,NULL
10054,1,Reemplazo,2.46059348
10054,2,Reemplazo,1.04442971
10054,3,Reemplazo,2.84435434
10054,4,Reemplazo,1.78740403
10055,1,Inicial,0.8181795
10055,2,Inicial,0.7142607
10055,3,Inicial,1.141168
10055,4,Inicial,0.64783516
10056,1,Inicial,0.26515923
10056,2,Inicial,0.88249726
10056,3,Inicial,0.8585869
10056,4,Inicial,1.14728442
10057,1,Reemplazo,0.24623376
10057,2,Reemplazo,0.1451811
10057,3,Reemplazo,0.4487124
10057,4,Reemplazo,0.27331849
10058,1,Inicial,0.59917992
10058,2,Inicial,0.51471691
10058,3,Inicial,0
10058,4,Inicial,1.03517787
10059,1,Inicial,1.77667388
10059,2,Inicial,0.91344497
10059,3,Inicial,1.79627815
10059,4,Inicial,1.68622826
10060,1,Reemplazo,0.27728812
10060,2,Reemplazo,0.4885967
10060,3,Reemplazo,0
10060,4,Reemplazo,0.11239946
10061,1,Inicial,0.3106454
10061,2,Inicial,1.5747567
10061,3,Inicial,0.850302
10061,4,Inicial,3.0519068
10062,1,Reemplazo,0.36897335
10062,2,Reemplazo,1.16137664
10062,3,Reemplazo,0.2600385
10062,4,Reemplazo,0.16770688
10063,1,Inicial,3.9703453
10063,2,Inicial,1.6631909
10063,3,Inicial,3.73265978
10063,4,Inicial,2.75752544
10064,1,Inicial,1.62641321
10064,2,Inicial,1.48209144
10064,3,Inicial,0.96280195
10064,4,Inicial,1.39833378
10067,1,Inicial,2.05311282
10067,2,Inicial,0.40953872
10067,3,Inicial,2.03802451
10067,4,Inicial,0.73202034
10068,1,Inicial,1.04891995
10068,2,Inicial,0.66115188
10068,3,Inicial,0.7855447
10068,4,Inicial,0.7471345
10072,1,Inicial,0.71655025
10072,2,Inicial,0.4829077
10072,3,Inicial,0.515117
10072,4,Inicial,0.69615033
10074,1,Inicial,0.55063047
10074,2,Inicial,0.82992144
10074,3,Inicial,0.3898462
10074,4,Inicial,0.68427597
10075,1,Inicial,2.12987436
10075,2,Inicial,2.40457873
10075,3,Inicial,0.25849406
10075,4,Inicial,1.55711538
10076,1,Inicial,0.40419812
10076,2,Inicial,2.7835869
10076,3,Inicial,0.47870962
10076,4,Inicial,0.62482027
10082,1,Inicial,0.5268206
10082,2,Inicial,0.3361181
10082,3,Inicial,0.16386815
10082,4,Inicial,0.00986049
10089,1,Inicial,0.50030742
10089,2,Inicial,0.8852139
10089,3,Inicial,0.86122393
10089,4,Inicial,0.14938506
10090,1,Inicial,0.41773428
10090,2,Inicial,0.5764243
10090,3,Inicial,3.26892848
10090,4,Inicial,2.43955374
10091,1,Inicial,0.5347736
10091,2,Inicial,0.5832433
10091,3,Inicial,1.07512316
10091,4,Inicial,1.07896065
